;LOCAL;SECAO;CANDIDATO;VOTOS
458;EE Idalino Ribeiro;108;LETICIA ASSISTENTE SOCIAL;8
459;EE Idalino Ribeiro;108;MAERCIO;3
460;EE Idalino Ribeiro;108;CIDA;1
461;EE Idalino Ribeiro;108;JADSON;19
462;EE Idalino Ribeiro;108;JOÃO DETETIVE;7
463;EE Idalino Ribeiro;108;DALVA;1
464;EE Idalino Ribeiro;108;BENE DA BALANÇA;5
465;EE Idalino Ribeiro;108;VILSINHO;1
466;EE Idalino Ribeiro;108;VAGNER DA DENGUE;3
467;EE Idalino Ribeiro;108;MOREIRA;7
468;EE Idalino Ribeiro;108;PEU;3
469;EE Idalino Ribeiro;108;CID RODRIGUES;2
470;EE Idalino Ribeiro;108;ELIZENE;1
471;EE Idalino Ribeiro;108;DAYANNE CARDOSO;2
472;EE Idalino Ribeiro;108;ZE MILTON;5
473;EE Idalino Ribeiro;108;ERIC ERLON;7
474;EE Idalino Ribeiro;108;DILSON CORINGA DO BOI DE JANEI;2
475;EE Idalino Ribeiro;108;ELIANY MAE ATIPICA;1
476;EE Idalino Ribeiro;108;CAROL RODRIGUES;1
477;EE Idalino Ribeiro;108;JOÃO LUIZ DE NEGÃO;16
478;EE Idalino Ribeiro;108;EILTON SANTIAGO;6
479;EE Idalino Ribeiro;108;JARBINHAS;3
480;EE Idalino Ribeiro;108;ALAN MIRANDA;1
481;EE Idalino Ribeiro;108;FABIO SALES;2
482;EE Idalino Ribeiro;108;JUNIOR GARÇOM;12
483;EE Idalino Ribeiro;108;CARLIM;13
484;EE Idalino Ribeiro;108;SELMA MORENA;1
485;EE Idalino Ribeiro;134;MARCELO PETRONE;34
486;EE Idalino Ribeiro;134;LORIM DA PADARIA;4
487;EE Idalino Ribeiro;134;JOÃO PELA;7
488;EE Idalino Ribeiro;134;MARINA SANTANA;1
489;EE Idalino Ribeiro;134;VICTOR MOTORISTA BODÃO;2
490;EE Idalino Ribeiro;134;CLAUDIO SAMPA;2
491;EE Idalino Ribeiro;134;ADEMIR PEDREIRO;1
492;EE Idalino Ribeiro;134;VERONICA CHAVES;2
493;EE Idalino Ribeiro;134;ANISIA DO SANTO ANTONIO;1
494;EE Idalino Ribeiro;134;DORINHA;5
495;EE Idalino Ribeiro;134;HIANCA FERREIRA;1
496;EE Idalino Ribeiro;134;BETINHA DE LÉ;4
497;EE Idalino Ribeiro;134;EDSON MIRANDA;4
498;EE Idalino Ribeiro;134;ZOIM;1
499;EE Idalino Ribeiro;134;TAZINHA;2
500;EE Idalino Ribeiro;134;PRISCILA MATOS;3
501;EE Idalino Ribeiro;134;EVANDRO PINHO;2
502;EE Idalino Ribeiro;134;NADIA FRANCO;1
503;EE Idalino Ribeiro;134;THIAGO DURÃES;10
504;EE Idalino Ribeiro;134;JUNIO BARBOSA;4
505;EE Idalino Ribeiro;134;NILO DO TAXI;3
506;EE Idalino Ribeiro;134;TIÃO DE OLEGARIO;2
507;EE Idalino Ribeiro;134;NINHÃO;4
508;EE Idalino Ribeiro;134;KÉSLEY;5
509;EE Idalino Ribeiro;134;MARIA CLARA;17
510;EE Idalino Ribeiro;134;JOÃO ERIK PROTETOR;2
511;EE Idalino Ribeiro;134;MOACIR OLIVEIRA;4
512;EE Idalino Ribeiro;134;MÁRCIO EVENTOS;1
513;EE Idalino Ribeiro;134;GATINHO SARMENTO;2
514;EE Idalino Ribeiro;134;HENILTON IMÓVEIS;10
515;EE Idalino Ribeiro;134;ÍCARO CABELEREIRO;1
516;EE Idalino Ribeiro;134;ZEZINHO DO SALÃO;5
517;EE Idalino Ribeiro;134;SERGINHO DA AUTO ELETRICA;1
518;EE Idalino Ribeiro;134;LETICIA ASSISTENTE SOCIAL;3
519;EE Idalino Ribeiro;134;CIDA;2
520;EE Idalino Ribeiro;134;JADSON;28
521;EE Idalino Ribeiro;134;JOÃO DETETIVE;8
522;EE Idalino Ribeiro;134;BENE DA BALANÇA;2
523;EE Idalino Ribeiro;134;CLAUDINHA;1
524;EE Idalino Ribeiro;134;VILSINHO;2
525;EE Idalino Ribeiro;134;VAGNER DA DENGUE;1
526;EE Idalino Ribeiro;134;MOREIRA;14
527;EE Idalino Ribeiro;134;CID RODRIGUES;1
528;EE Idalino Ribeiro;134;SAMUEL RODRIGUES;1
529;EE Idalino Ribeiro;134;DAYANNE CARDOSO;2
530;EE Idalino Ribeiro;134;ZE MILTON;1
531;EE Idalino Ribeiro;134;ERIC ERLON;6
532;EE Idalino Ribeiro;134;MAURICIO COSTA;1
533;EE Idalino Ribeiro;134;GENIVALDO BARROS;6
534;EE Idalino Ribeiro;134;DILSON CORINGA DO BOI DE JANEI;2
535;EE Idalino Ribeiro;134;ELIANY MAE ATIPICA;1
536;EE Idalino Ribeiro;134;CAROL RODRIGUES;1
537;EE Idalino Ribeiro;134;JOÃO LUIZ DE NEGÃO;16
538;EE Idalino Ribeiro;134;EILTON SANTIAGO;9
539;EE Idalino Ribeiro;134;JARBINHAS;2
540;EE Idalino Ribeiro;134;ALAN MIRANDA;1
541;EE Idalino Ribeiro;134;FABIO SALES;1
542;EE Idalino Ribeiro;134;JUNIOR GARÇOM;7
543;EE Idalino Ribeiro;134;CARLIM;7
544;EE Idalino Ribeiro;39;MARCELO PETRONE;38
545;EE Idalino Ribeiro;39;LORIM DA PADARIA;7
546;EE Idalino Ribeiro;39;JOÃO PELA;4
547;EE Idalino Ribeiro;39;MARINA SANTANA;2
548;EE Idalino Ribeiro;39;VICTOR MOTORISTA BODÃO;2
549;EE Idalino Ribeiro;39;CLAUDIO SAMPA;1
550;EE Idalino Ribeiro;39;ADEMIR PEDREIRO;1
551;EE Idalino Ribeiro;39;VERONICA CHAVES;1
552;EE Idalino Ribeiro;39;DORINHA;8
553;EE Idalino Ribeiro;39;HIANCA FERREIRA;1
554;EE Idalino Ribeiro;39;BETINHA DE LÉ;3
555;EE Idalino Ribeiro;39;DIM DEFICIENTE VISUAL;1
556;EE Idalino Ribeiro;39;EDSON MIRANDA;3
557;EE Idalino Ribeiro;39;ZOIM;1
558;EE Idalino Ribeiro;39;TAZINHA;4
559;EE Idalino Ribeiro;39;PRISCILA MATOS;2
560;EE Idalino Ribeiro;39;SOLY;1
561;EE Idalino Ribeiro;39;GIL PAGÓLE;1
562;EE Idalino Ribeiro;39;NADIA FRANCO;2
563;EE Idalino Ribeiro;39;THIAGO DURÃES;5
564;EE Idalino Ribeiro;39;CLEYTON GARDENAL;2
565;EE Idalino Ribeiro;39;JUNIO BARBOSA;5
566;EE Idalino Ribeiro;39;NILO DO TAXI;4
567;EE Idalino Ribeiro;39;TIÃO DE OLEGARIO;2
568;EE Idalino Ribeiro;39;MESSIAS;2
569;EE Idalino Ribeiro;39;NINHÃO;5
570;EE Idalino Ribeiro;39;KÉSLEY;4
571;EE Idalino Ribeiro;39;MARIA CLARA;11
572;EE Idalino Ribeiro;39;JOÃO ERIK PROTETOR;3
573;EE Idalino Ribeiro;39;MOACIR OLIVEIRA;2
574;EE Idalino Ribeiro;39;ELIETE SILVEIRA;1
575;EE Idalino Ribeiro;39;DEDÉ CAIPIRA;1
576;EE Idalino Ribeiro;39;MÁRCIO EVENTOS;1
577;EE Idalino Ribeiro;39;GATINHO SARMENTO;2
578;EE Idalino Ribeiro;39;JUAREZ DO TRATOR;2
579;EE Idalino Ribeiro;39;HENILTON IMÓVEIS;3
580;EE Idalino Ribeiro;39;ÍCARO CABELEREIRO;4
581;EE Idalino Ribeiro;39;ZEZINHO DO SALÃO;3
582;EE Idalino Ribeiro;39;LUCAS BAIXINHO;2
583;EE Idalino Ribeiro;39;RUBINHO ENFERMEIRO;1
584;EE Idalino Ribeiro;39;SERGINHO DA AUTO ELETRICA;1
585;EE Idalino Ribeiro;39;LETICIA ASSISTENTE SOCIAL;2
586;EE Idalino Ribeiro;39;MAERCIO;2
587;EE Idalino Ribeiro;39;PEDINHA DO BAR;2
588;EE Idalino Ribeiro;39;JADSON;24
589;EE Idalino Ribeiro;39;JOÃO DETETIVE;7
590;EE Idalino Ribeiro;39;LIA DE BIDA;1
591;EE Idalino Ribeiro;39;MOREIRA;9
592;EE Idalino Ribeiro;39;PEU;2
593;EE Idalino Ribeiro;39;CID RODRIGUES;3
594;EE Idalino Ribeiro;39;DAYANNE CARDOSO;2
595;EE Idalino Ribeiro;39;ZE MILTON;5
596;EE Idalino Ribeiro;39;ERIC ERLON;8
597;EE Idalino Ribeiro;39;GENIVALDO BARROS;2
598;EE Idalino Ribeiro;39;JOÃO LUIZ DE NEGÃO;20
599;EE Idalino Ribeiro;39;EILTON SANTIAGO;3
600;EE Idalino Ribeiro;39;JARBINHAS;1
601;EE Idalino Ribeiro;39;ALAN MIRANDA;1
602;EE Idalino Ribeiro;39;FABIO SALES;2
603;EE Idalino Ribeiro;39;JUNIOR GARÇOM;3
604;EE Idalino Ribeiro;39;CARLIM;8
605;EE Idalino Ribeiro;39;SELMA MORENA;1
606;EE Idalino Ribeiro;104;MARCELO PETRONE;32
607;EE Idalino Ribeiro;104;LORIM DA PADARIA;4
608;EE Idalino Ribeiro;104;JOÃO PELA;6
609;EE Idalino Ribeiro;104;VICTOR MOTORISTA BODÃO;1
610;EE Idalino Ribeiro;104;CLAUDIO SAMPA;2
611;EE Idalino Ribeiro;104;ADEMIR PEDREIRO;1
612;EE Idalino Ribeiro;104;VERONICA CHAVES;2
613;EE Idalino Ribeiro;104;DORINHA;3
614;EE Idalino Ribeiro;104;BETINHA DE LÉ;8
615;EE Idalino Ribeiro;104;ORALDO MARTINS;1
616;EE Idalino Ribeiro;104;WESLEY GARÇOM;1
617;EE Idalino Ribeiro;104;PEDRO (PH);1
618;EE Idalino Ribeiro;104;YASMIM SOARES;1
619;EE Idalino Ribeiro;104;DIM DEFICIENTE VISUAL;1
620;EE Idalino Ribeiro;104;EDSON MIRANDA;6
621;EE Idalino Ribeiro;104;TAZINHA;3
622;EE Idalino Ribeiro;104;PRISCILA MATOS;4
623;EE Idalino Ribeiro;104;GIL PAGÓLE;1
624;EE Idalino Ribeiro;104;NADIA FRANCO;2
625;EE Idalino Ribeiro;104;THIAGO DURÃES;10
626;EE Idalino Ribeiro;104;CLEYTON GARDENAL;1
627;EE Idalino Ribeiro;104;JUNIO BARBOSA;2
628;EE Idalino Ribeiro;104;NILO DO TAXI;3
629;EE Idalino Ribeiro;104;TIÃO DE OLEGARIO;8
630;EE Idalino Ribeiro;104;MESSIAS;3
631;EE Idalino Ribeiro;104;NINHÃO;1
632;EE Idalino Ribeiro;104;KÉSLEY;4
633;EE Idalino Ribeiro;104;MARIA CLARA;7
634;EE Idalino Ribeiro;104;AGNELO MEDINA;1
635;EE Idalino Ribeiro;104;JOÃO ERIK PROTETOR;1
636;EE Idalino Ribeiro;104;MOACIR OLIVEIRA;4
637;EE Idalino Ribeiro;104;MÁRCIO EVENTOS;1
638;EE Idalino Ribeiro;104;GATINHO SARMENTO;1
639;EE Idalino Ribeiro;104;JUAREZ DO TRATOR;3
640;EE Idalino Ribeiro;104;HENILTON IMÓVEIS;3
641;EE Idalino Ribeiro;104;ÍCARO CABELEREIRO;3
642;EE Idalino Ribeiro;104;ZEZINHO DO SALÃO;7
643;EE Idalino Ribeiro;104;RUBINHO ENFERMEIRO;1
644;EE Idalino Ribeiro;104;SERGINHO DA AUTO ELETRICA;2
645;EE Idalino Ribeiro;104;LETICIA ASSISTENTE SOCIAL;4
646;EE Idalino Ribeiro;104;MAERCIO;2
647;EE Idalino Ribeiro;104;CIDA;1
648;EE Idalino Ribeiro;104;PEDINHA DO BAR;1
649;EE Idalino Ribeiro;104;JADSON;14
650;EE Idalino Ribeiro;104;JOÃO DETETIVE;6
651;EE Idalino Ribeiro;104;BENE DA BALANÇA;1
652;EE Idalino Ribeiro;104;LIA DE BIDA;1
653;EE Idalino Ribeiro;104;CLAUDINHA;1
654;EE Idalino Ribeiro;104;MOREIRA;18
655;EE Idalino Ribeiro;104;PEU;1
656;EE Idalino Ribeiro;104;CID RODRIGUES;3
657;EE Idalino Ribeiro;104;DAYANNE CARDOSO;2
658;EE Idalino Ribeiro;104;ZE MILTON;3
659;EE Idalino Ribeiro;104;ERIC ERLON;4
660;EE Idalino Ribeiro;104;MAURICIO COSTA;1
661;EE Idalino Ribeiro;104;GENIVALDO BARROS;1
662;EE Idalino Ribeiro;104;DILSON CORINGA DO BOI DE JANEI;2
663;EE Idalino Ribeiro;104;ELIANY MAE ATIPICA;2
664;EE Idalino Ribeiro;104;FABIO SOUZA;1
665;EE Idalino Ribeiro;104;JOÃO LUIZ DE NEGÃO;26
666;EE Idalino Ribeiro;104;EILTON SANTIAGO;4
667;EE Idalino Ribeiro;104;JARBINHAS;3
668;EE Idalino Ribeiro;104;ALAN MIRANDA;2
669;EE Idalino Ribeiro;104;FABIO SALES;1
670;EE Idalino Ribeiro;104;JUNIOR GARÇOM;4
671;EE Idalino Ribeiro;104;CARLIM;6
672;EE Idalino Ribeiro;258;MARCELO PETRONE;26
673;EE Idalino Ribeiro;258;LORIM DA PADARIA;12
674;EE Idalino Ribeiro;258;JOÃO PELA;5
675;EE Idalino Ribeiro;258;MARINA SANTANA;3
676;EE Idalino Ribeiro;258;CLAUDIO SAMPA;3
677;EE Idalino Ribeiro;258;DORINHA;9
678;EE Idalino Ribeiro;258;HIANCA FERREIRA;1
679;EE Idalino Ribeiro;258;BETINHA DE LÉ;6
680;EE Idalino Ribeiro;258;GISELE;1
681;EE Idalino Ribeiro;258;PEDRO (PH);1
682;EE Idalino Ribeiro;258;DIM DEFICIENTE VISUAL;1
683;EE Idalino Ribeiro;258;TAZINHA;5
684;EE Idalino Ribeiro;258;PRISCILA MATOS;1
685;EE Idalino Ribeiro;258;EVANDRO PINHO;4
686;EE Idalino Ribeiro;258;THIAGO DURÃES;6
687;EE Idalino Ribeiro;258;CLEYTON GARDENAL;3
688;EE Idalino Ribeiro;258;JUNIO BARBOSA;7
689;EE Idalino Ribeiro;258;PALOMA PIPOQUINHA;1
690;EE Idalino Ribeiro;258;NILO DO TAXI;2
691;EE Idalino Ribeiro;258;TIÃO DE OLEGARIO;5
692;EE Idalino Ribeiro;258;MESSIAS;1
693;EE Idalino Ribeiro;258;NINHÃO;2
694;EE Idalino Ribeiro;258;KÉSLEY;5
695;EE Idalino Ribeiro;258;MARIA CLARA;9
696;EE Idalino Ribeiro;258;ELIETE SILVEIRA;1
697;EE Idalino Ribeiro;258;MÁRCIO EVENTOS;1
698;EE Idalino Ribeiro;258;JUAREZ DO TRATOR;1
699;EE Idalino Ribeiro;258;HENILTON IMÓVEIS;3
700;EE Idalino Ribeiro;258;ÍCARO CABELEREIRO;4
701;EE Idalino Ribeiro;258;ZEZINHO DO SALÃO;9
702;EE Idalino Ribeiro;258;LUCAS BAIXINHO;1
703;EE Idalino Ribeiro;258;LETICIA ASSISTENTE SOCIAL;4
704;EE Idalino Ribeiro;258;PEDINHA DO BAR;2
705;EE Idalino Ribeiro;258;JADSON;19
706;EE Idalino Ribeiro;258;JOÃO DETETIVE;7
707;EE Idalino Ribeiro;258;LEILIANE PROFESSORA;1
708;EE Idalino Ribeiro;258;LIA DE BIDA;2
709;EE Idalino Ribeiro;258;VILSINHO;1
710;EE Idalino Ribeiro;258;MOREIRA;10
711;EE Idalino Ribeiro;258;CID RODRIGUES;3
712;EE Idalino Ribeiro;258;DAYANNE CARDOSO;2
713;EE Idalino Ribeiro;258;ZE MILTON;1
714;EE Idalino Ribeiro;258;ERIC ERLON;6
715;EE Idalino Ribeiro;258;MAURICIO COSTA;1
716;EE Idalino Ribeiro;258;GENIVALDO BARROS;3
717;EE Idalino Ribeiro;258;DILSON CORINGA DO BOI DE JANEI;4
718;EE Idalino Ribeiro;258;ELIANY MAE ATIPICA;2
719;EE Idalino Ribeiro;258;FABIO SOUZA;1
720;EE Idalino Ribeiro;258;CAROL RODRIGUES;1
721;EE Idalino Ribeiro;258;JOÃO LUIZ DE NEGÃO;21
722;EE Idalino Ribeiro;258;EILTON SANTIAGO;7
723;EE Idalino Ribeiro;258;JARBINHAS;6
724;EE Idalino Ribeiro;258;JUNIOR GARÇOM;3
725;EE Idalino Ribeiro;258;CARLIM;7
726;EE Idalino Ribeiro;258;SELMA MORENA;1
727;EE Idalino Ribeiro;110;MARCELO PETRONE;40
728;EE Idalino Ribeiro;110;LORIM DA PADARIA;7
729;EE Idalino Ribeiro;110;JOÃO PELA;12
730;EE Idalino Ribeiro;110;MARINA SANTANA;1
731;EE Idalino Ribeiro;110;VICTOR MOTORISTA BODÃO;1
732;EE Idalino Ribeiro;110;VERONICA CHAVES;1
733;EE Idalino Ribeiro;110;VALDECIR BADEGA;1
734;EE Idalino Ribeiro;110;DORINHA;3
735;EE Idalino Ribeiro;110;HIANCA FERREIRA;1
736;EE Idalino Ribeiro;110;BETINHA DE LÉ;5
737;EE Idalino Ribeiro;110;WESLEY GARÇOM;1
738;EE Idalino Ribeiro;110;EDSON MIRANDA;3
739;EE Idalino Ribeiro;110;ZOIM;1
740;EE Idalino Ribeiro;110;TAZINHA;1
741;EE Idalino Ribeiro;110;PRISCILA MATOS;1
742;EE Idalino Ribeiro;110;EVANDRO PINHO;6
743;EE Idalino Ribeiro;110;GIL PAGÓLE;2
744;EE Idalino Ribeiro;110;THIAGO DURÃES;1
745;EE Idalino Ribeiro;110;JUNIO BARBOSA;11
746;EE Idalino Ribeiro;110;PALOMA PIPOQUINHA;1
747;EE Idalino Ribeiro;110;NILO DO TAXI;1
748;EE Idalino Ribeiro;110;TIÃO DE OLEGARIO;5
749;EE Idalino Ribeiro;110;MESSIAS;1
750;EE Idalino Ribeiro;110;NINHÃO;1
751;EE Idalino Ribeiro;110;KÉSLEY;5
752;EE Idalino Ribeiro;110;MARIA CLARA;11
753;EE Idalino Ribeiro;110;JOÃO ERIK PROTETOR;2
754;EE Idalino Ribeiro;110;MOACIR OLIVEIRA;3
755;EE Idalino Ribeiro;110;ELIETE SILVEIRA;1
756;EE Idalino Ribeiro;110;GATINHO SARMENTO;3
757;EE Idalino Ribeiro;110;JUAREZ DO TRATOR;2
758;EE Idalino Ribeiro;110;HENILTON IMÓVEIS;2
759;EE Idalino Ribeiro;110;ÍCARO CABELEREIRO;1
760;EE Idalino Ribeiro;110;ZEZINHO DO SALÃO;4
761;EE Idalino Ribeiro;110;SERGINHO DA AUTO ELETRICA;5
762;EE Idalino Ribeiro;110;LETICIA ASSISTENTE SOCIAL;4
763;EE Idalino Ribeiro;110;MAERCIO;2
764;EE Idalino Ribeiro;110;PEDINHA DO BAR;1
765;EE Idalino Ribeiro;110;JADSON;23
766;EE Idalino Ribeiro;110;JOÃO DETETIVE;3
767;EE Idalino Ribeiro;110;BENE DA BALANÇA;3
768;EE Idalino Ribeiro;110;LIA DE BIDA;1
769;EE Idalino Ribeiro;110;VILSINHO;2
770;EE Idalino Ribeiro;110;MOREIRA;14
771;EE Idalino Ribeiro;110;PEU;5
772;EE Idalino Ribeiro;110;CID RODRIGUES;4
773;EE Idalino Ribeiro;110;DAYANNE CARDOSO;1
774;EE Idalino Ribeiro;110;ZE MILTON;1
775;EE Idalino Ribeiro;110;ERIC ERLON;7
776;EE Idalino Ribeiro;110;MAURICIO COSTA;1
777;EE Idalino Ribeiro;110;GENIVALDO BARROS;1
778;EE Idalino Ribeiro;110;DILSON CORINGA DO BOI DE JANEI;1
779;EE Idalino Ribeiro;110;FABIO SOUZA;1
780;EE Idalino Ribeiro;110;JOÃO LUIZ DE NEGÃO;18
781;EE Idalino Ribeiro;110;EILTON SANTIAGO;6
782;EE Idalino Ribeiro;110;JARBINHAS;1
783;EE Idalino Ribeiro;110;ALAN MIRANDA;1
784;EE Idalino Ribeiro;110;PATTY;1
785;EE Idalino Ribeiro;110;JUNIOR GARÇOM;4
786;EE Idalino Ribeiro;110;CARLIM;12
787;EE Idalino Ribeiro;102;MARCELO PETRONE;35
788;EE Idalino Ribeiro;102;LORIM DA PADARIA;8
789;EE Idalino Ribeiro;102;JOÃO PELA;7
790;EE Idalino Ribeiro;102;MARINA SANTANA;1
791;EE Idalino Ribeiro;102;VICTOR MOTORISTA BODÃO;1
792;EE Idalino Ribeiro;102;CLAUDIO SAMPA;3
793;EE Idalino Ribeiro;102;DORINHA;3
794;EE Idalino Ribeiro;102;BETINHA DE LÉ;9
795;EE Idalino Ribeiro;102;EDSON MIRANDA;7
796;EE Idalino Ribeiro;102;ZOIM;1
797;EE Idalino Ribeiro;102;TAZINHA;2
798;EE Idalino Ribeiro;102;PRISCILA MATOS;2
799;EE Idalino Ribeiro;102;EVANDRO PINHO;2
800;EE Idalino Ribeiro;102;GIL PAGÓLE;1
801;EE Idalino Ribeiro;102;NADIA FRANCO;2
802;EE Idalino Ribeiro;102;THIAGO DURÃES;10
803;EE Idalino Ribeiro;102;JUNIO BARBOSA;6
804;EE Idalino Ribeiro;102;GERALDINHO;1
805;EE Idalino Ribeiro;102;NILO DO TAXI;6
806;EE Idalino Ribeiro;102;TIÃO DE OLEGARIO;5
807;EE Idalino Ribeiro;102;MESSIAS;1
808;EE Idalino Ribeiro;102;NINHÃO;1
809;EE Idalino Ribeiro;102;KÉSLEY;6
810;EE Idalino Ribeiro;102;MARIA CLARA;2
811;EE Idalino Ribeiro;102;JOÃO ERIK PROTETOR;1
812;EE Idalino Ribeiro;102;MOACIR OLIVEIRA;2
813;EE Idalino Ribeiro;102;GATINHO SARMENTO;2
814;EE Idalino Ribeiro;102;JUAREZ DO TRATOR;1
815;EE Idalino Ribeiro;102;HENILTON IMÓVEIS;3
816;EE Idalino Ribeiro;102;ÍCARO CABELEREIRO;3
817;EE Idalino Ribeiro;102;GERALDO DO PINCH;1
818;EE Idalino Ribeiro;102;ZEZINHO DO SALÃO;7
819;EE Idalino Ribeiro;102;SERGINHO DA AUTO ELETRICA;3
820;EE Idalino Ribeiro;102;LETICIA ASSISTENTE SOCIAL;3
821;EE Idalino Ribeiro;102;MAERCIO;1
822;EE Idalino Ribeiro;102;JADSON;19
823;EE Idalino Ribeiro;102;JOÃO DETETIVE;10
824;EE Idalino Ribeiro;102;BENE DA BALANÇA;1
825;EE Idalino Ribeiro;102;VILSINHO;1
826;EE Idalino Ribeiro;102;VAGNER DA DENGUE;1
827;EE Idalino Ribeiro;102;MOREIRA;13
828;EE Idalino Ribeiro;102;PEU;5
829;EE Idalino Ribeiro;102;CID RODRIGUES;1
830;EE Idalino Ribeiro;102;SAMUEL RODRIGUES;1
831;EE Idalino Ribeiro;102;DAYANNE CARDOSO;5
832;EE Idalino Ribeiro;102;ZE MILTON;1
833;EE Idalino Ribeiro;102;ERIC ERLON;7
834;EE Idalino Ribeiro;102;MAURICIO COSTA;3
835;EE Idalino Ribeiro;102;GENIVALDO BARROS;2
836;EE Idalino Ribeiro;102;DILSON CORINGA DO BOI DE JANEI;3
837;EE Idalino Ribeiro;102;ELIANY MAE ATIPICA;1
838;EE Idalino Ribeiro;102;FABIO SOUZA;1
839;EE Idalino Ribeiro;102;CAROL RODRIGUES;1
840;EE Idalino Ribeiro;102;JOÃO LUIZ DE NEGÃO;16
841;EE Idalino Ribeiro;102;EILTON SANTIAGO;3
842;EE Idalino Ribeiro;102;JARBINHAS;3
843;EE Idalino Ribeiro;102;GERSON TEIXEIRA;1
844;EE Idalino Ribeiro;102;JUNIOR GARÇOM;4
845;EE Idalino Ribeiro;102;CARLIM;7
846;EE Idalino Ribeiro;27;MARCELO PETRONE;33
847;EE Idalino Ribeiro;27;LORIM DA PADARIA;5
848;EE Idalino Ribeiro;27;MARINA SANTANA;1
849;EE Idalino Ribeiro;27;VICTOR MOTORISTA BODÃO;2
850;EE Idalino Ribeiro;27;VERONICA CHAVES;3
851;EE Idalino Ribeiro;27;ANISIA DO SANTO ANTONIO;1
852;EE Idalino Ribeiro;27;DORINHA;6
853;EE Idalino Ribeiro;27;BETINHA DE LÉ;5
854;EE Idalino Ribeiro;27;GISELE;1
855;EE Idalino Ribeiro;27;DIM DEFICIENTE VISUAL;1
856;EE Idalino Ribeiro;27;EDSON MIRANDA;2
857;EE Idalino Ribeiro;27;TAZINHA;5
858;EE Idalino Ribeiro;27;PRISCILA MATOS;4
859;EE Idalino Ribeiro;27;EVANDRO PINHO;4
860;EE Idalino Ribeiro;27;THIAGO DURÃES;4
861;EE Idalino Ribeiro;27;CLEYTON GARDENAL;3
862;EE Idalino Ribeiro;27;JUNIO BARBOSA;4
863;EE Idalino Ribeiro;27;NILO DO TAXI;2
864;EE Idalino Ribeiro;27;TIÃO DE OLEGARIO;5
865;EE Idalino Ribeiro;27;MESSIAS;4
866;EE Idalino Ribeiro;27;NINHÃO;3
867;EE Idalino Ribeiro;27;KÉSLEY;5
868;EE Idalino Ribeiro;27;MARIA CLARA;7
869;EE Idalino Ribeiro;27;JOÃO ERIK PROTETOR;1
870;EE Idalino Ribeiro;27;MOACIR OLIVEIRA;5
871;EE Idalino Ribeiro;27;DEDÉ CAIPIRA;1
872;EE Idalino Ribeiro;27;TINA SOARES;1
873;EE Idalino Ribeiro;27;GATINHO SARMENTO;2
874;EE Idalino Ribeiro;27;HENILTON IMÓVEIS;7
875;EE Idalino Ribeiro;27;ÍCARO CABELEREIRO;3
876;EE Idalino Ribeiro;27;ZEZINHO DO SALÃO;2
877;EE Idalino Ribeiro;27;SERGINHO DA AUTO ELETRICA;1
878;EE Idalino Ribeiro;27;LETICIA ASSISTENTE SOCIAL;3
879;EE Idalino Ribeiro;27;JADSON;10
880;EE Idalino Ribeiro;27;JOÃO DETETIVE;11
881;EE Idalino Ribeiro;27;BENE DA BALANÇA;2
882;EE Idalino Ribeiro;27;LIA DE BIDA;1
883;EE Idalino Ribeiro;27;VILSINHO;2
884;EE Idalino Ribeiro;27;VAGNER DA DENGUE;1
885;EE Idalino Ribeiro;27;MOREIRA;9
886;EE Idalino Ribeiro;27;PEU;3
887;EE Idalino Ribeiro;27;GLAUBER DA SAÚDE;3
888;EE Idalino Ribeiro;27;CID RODRIGUES;3
889;EE Idalino Ribeiro;27;DAYANNE CARDOSO;2
890;EE Idalino Ribeiro;27;ZE MILTON;1
891;EE Idalino Ribeiro;27;ERIC ERLON;5
892;EE Idalino Ribeiro;27;MAURICIO COSTA;2
893;EE Idalino Ribeiro;27;GENIVALDO BARROS;3
894;EE Idalino Ribeiro;27;DILSON CORINGA DO BOI DE JANEI;2
895;EE Idalino Ribeiro;27;ELIANY MAE ATIPICA;1
896;EE Idalino Ribeiro;27;FABIO SOUZA;1
897;EE Idalino Ribeiro;27;CAROL RODRIGUES;1
898;EE Idalino Ribeiro;27;JOÃO LUIZ DE NEGÃO;16
899;EE Idalino Ribeiro;27;EILTON SANTIAGO;6
900;EE Idalino Ribeiro;27;JARBINHAS;3
901;EE Idalino Ribeiro;27;ALAN MIRANDA;3
902;EE Idalino Ribeiro;27;FABIO SALES;3
903;EE Idalino Ribeiro;27;JUNIOR GARÇOM;8
904;EE Idalino Ribeiro;27;CARLIM;8
905;EE Idalino Ribeiro;29;MARCELO PETRONE;31
906;EE Idalino Ribeiro;29;LORIM DA PADARIA;7
907;EE Idalino Ribeiro;29;JOÃO PELA;6
908;EE Idalino Ribeiro;29;VICTOR MOTORISTA BODÃO;2
909;EE Idalino Ribeiro;29;CLAUDIO SAMPA;1
910;EE Idalino Ribeiro;29;VALDECIR BADEGA;1
911;EE Idalino Ribeiro;29;DORINHA;3
912;EE Idalino Ribeiro;29;BETINHA DE LÉ;8
913;EE Idalino Ribeiro;29;DIM DEFICIENTE VISUAL;1
914;EE Idalino Ribeiro;29;EDSON MIRANDA;8
915;EE Idalino Ribeiro;29;TAZINHA;7
916;EE Idalino Ribeiro;29;PRISCILA MATOS;4
917;EE Idalino Ribeiro;29;EVANDRO PINHO;4
